Halaman,Nama Produk,Harga,Label Produk,Jenis Penyedia,Lokasi,Jumlah Terjual,Kategori,Status Produk,URL
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-cerdas-inovasi/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Balikpapan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-tanjung-pura/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.364,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/lampu-penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.875.000,00",PDN,UMKK,Kota Tanjung Pinang,56,Barang,Aktif,https://katalog.inaproc.id/bintan-muda-sukses/lampu-penerangan-jalan-umum
1,ALAT PENERANGAN JALAN UMUM,"Rp 49.950.000,00",PDN,UMKK,Kota Makassar,0,Barang,Aktif,https://katalog.inaproc.id/rancang-energi-nusantara/alat-penerangan-jalan-umum
1,PEMELIHARAAN PENERANGAN JALAN UMUM,"Rp 177.600.000,00",PDN,UMKK,Kota Palu,0,Barang,Aktif,https://katalog.inaproc.id/virgo-putra-mandiri/pemeliharaan-penerangan-jalan-umum
1,Penerangan Jalan Umum (PJU),"Rp 16.872.000,00",PDN,UMKK,Kota Adm. Jakarta Selatan,0,Barang,Pre Order,https://katalog.inaproc.id/karya-cipta-guna-utama/penerangan-jalan-umum-pju
1,Lampu Penerangan Jalan Umum,"Rp 111.000.000,00",PDN,UMKK,Kab. Barito Utara,0,Barang,Aktif,https://katalog.inaproc.id/harapan-muda-borneo/lampu-penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 55.000.001,00",PDN,UMKK,Kota Bandung,0,Barang,Aktif,https://katalog.inaproc.id/bagaskoro-mulia-barokah/penerangan-jalan-umum
1,Penerangan Jalan Umum Konvensional (90w),"Rp 2,00",PDN,,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/adzkia-putri-lestari/penerangan-jalan-umum-konvensional-90w
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/lampu-led-penerangan-jalan-umum-90-watt
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/lampu-led-penerangan-jalan-umum-90-watt
1,Penerangan Jalan Umum Konvensional (70w),"Rp 2,00",PDN,,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/adzkia-putri-lestari/penerangan-jalan-umum-konvensional-70w
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/lampu-led-penerangan-jalan-umum-90-watt
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/lampu-led-penerangan-jalan-umum-90-watt
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/lampu-led-penerangan-jalan-umum-90-watt
1,Lampu LED Penerangan Jalan Umum 90 Watt,"Rp 4.301.250,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/lampu-led-penerangan-jalan-umum-90-watt
1,Penerangan Jalan Umum (PJU) 2x90w,"Rp 25.925.467,00",PDN,UMKK,Kota Palu,0,Barang,Pre Order,https://katalog.inaproc.id/wenang-perkasa-abadi/penerangan-jalan-umum-pju-2x90w
1,Penerangan Jalan Umum,"Rp 55.000.001,00",PDN,,Kota Bogor,0,Barang,Aktif,https://katalog.inaproc.id/pt-sarana-edukarya-ndonesia/penerangan-jalan-umum
1,PENERANGAN JALAN UMUM,"Rp 19.980.000,00",PDN,UMKK,Kota Bandung,0,Barang,Aktif,https://katalog.inaproc.id/zona-multi-kreasindo/penerangan-jalan-umum
1,LAMPU PENERANGAN JALAN UMUM,"Rp 13.737.363,00",PDN,UMKK,Kota Depok,0,Barang,Aktif,https://katalog.inaproc.id/pt-sinar-utama-nusaraya/lampu-penerangan-jalan-umum
1,Penerangan Jalan Umum Dekoratif dan Pedestrian,"Rp 67.099.500,00",PDN,UMKK,Kota Bandung,0,Barang,Aktif,https://katalog.inaproc.id/energi-indo-tera/penerangan-jalan-umum-dekoratif-dan-pedestrian
1,Penerangan Jalan Umum Dekoratif dan Pedestrian,"Rp 74.480.445,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/penerangan-jalan-umum-dekoratif-dan-pedestrian
1,Penerangan Jalan Umum Dekoratif dan Pedestrian,"Rp 74.480.445,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/penerangan-jalan-umum-dekoratif-dan-pedestrian
1,ALAT PENERANGAN JALAN UMUM 60 WATT,"Rp 4.023.750,00",PDN,UMKK,Kab. Wonosobo,0,Barang,Aktif,https://katalog.inaproc.id/cahaya-nusantara-abadi/alat-penerangan-jalan-umum-60-watt
1,Penerangan Jalan Umum Tenaga Surya (PJUTS),"Rp 33.750.000,00",PDN,UMKK,Kota Samarinda,0,Barang,Aktif,https://katalog.inaproc.id/pelita-karya/penerangan-jalan-umum-tenaga-surya-pjuts
1,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.300.000,00",PDN,,Kota Pekanbaru,0,Barang,Pre Order,https://katalog.inaproc.id/rajawali-perkasa-bvcu/lampu-led-penerangan-jalan-umum-60w
1,Pembangunan Penerangan Jalan Umum Pipa Galvanis,"Rp 16.372.500,00",PDN,UMKK,Kab. Sukabumi,0,Barang,Aktif,https://katalog.inaproc.id/dbest-kreasindo-utama-ffky/pembangunan-penerangan-jalan-umum-pipa-galvanis
1,Penerangan Jalan Umum Dekoratif dan Pedestrian,"Rp 74.480.445,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/penerangan-jalan-umum-dekoratif-dan-pedestrian
1,Penerangan Jalan Umum Dekoratif dan Pedestrian,"Rp 74.480.445,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/penerangan-jalan-umum-dekoratif-dan-pedestrian
1,Penerangan Jalan Umum Tenaga Surya (PJUTS),"Rp 37.462.500,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/penerangan-jalan-umum-tenaga-surya-pjuts
1,Penerangan Jalan Umum Tenaga Surya (PJUTS),"Rp 37.462.500,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/penerangan-jalan-umum-tenaga-surya-pjuts
1,Penerangan Jalan Umum Tenaga Surya (PJUTS),"Rp 33.750.000,00",PDN,UMKK,Kota Samarinda,0,Barang,Aktif,https://katalog.inaproc.id/win-abadi/penerangan-jalan-umum-tenaga-surya-pjuts
1,Penerangan Jalan Umum Tenaga Surya (PJUTS),"Rp 37.462.500,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/penerangan-jalan-umum-tenaga-surya-pjuts
1,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 18.300.001,00",PDN,UMKK,Kota Surabaya,0,Barang,Pre Order,https://katalog.inaproc.id/surya-bima-sakti-cemerlang/box-panel-induk-phb-penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/penerangan-jalan-umum
1,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/box-panel-induk-phb-penerangan-jalan-umum
1,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/box-panel-induk-phb-penerangan-jalan-umum
1,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/box-panel-induk-phb-penerangan-jalan-umum
1,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/lampu-penerangan-jalan-umum-pju
1,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/lampu-penerangan-jalan-umum-pju
1,Lampu Penerangan Jalan Umum 60 Watt,"Rp 29.930.357,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/lampu-penerangan-jalan-umum-60-watt
1,Lampu Penerangan Jalan Umum 60 Watt,"Rp 29.930.357,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/lampu-penerangan-jalan-umum-60-watt
1,Lampu Penerangan Jalan Umum 60 Watt,"Rp 29.930.357,00",PDN,UMKK,Kab. Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/tamaro-nusantara/lampu-penerangan-jalan-umum-60-watt
1,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/box-panel-pembagi-phb-penerangan-jalan-umum
1,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/box-panel-pembagi-phb-penerangan-jalan-umum
1,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/box-panel-pembagi-phb-penerangan-jalan-umum
1,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/box-panel-pembagi-phb-penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-cerdas-inovasi/penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kota Balikpapan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-tanjung-pura/penerangan-jalan-umum
1,Penerangan Jalan Umum,"Rp 54.890.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/penerangan-jalan-umum
2,TIANG PJU (PENERANGAN JALAN UMUM),"Rp 7.215.000,00",PDN,UMKK,Kota Semarang,0,Barang,Aktif,https://katalog.inaproc.id/tajako-abadi-sejahtera-group/tiang-pju-penerangan-jalan-umum
2,Lampu Penerangan Jalan Umum 90 Watt,"Rp 4.950.001,00",PDN,UMKK,Kota Adm. Jakarta Selatan,0,Barang,Aktif,https://katalog.inaproc.id/sandrew-mega-perkasa/lampu-penerangan-jalan-umum-90-watt
2,Pengadaan dan Pemasangan Lampu Penerangan Jalan Umum,"Rp 9.800.000,00",PDN,UMKK,Kab. Karanganyar,0,Barang,Aktif,https://katalog.inaproc.id/surya-abhinaya-globalindo/pengadaan-dan-pemasangan-lampu-penerangan-jalan-umum
2,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/box-panel-induk-phb-penerangan-jalan-umum
2,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/box-panel-induk-phb-penerangan-jalan-umum
2,Lampu Penerangan Jalan Umum 60 Watt,"Rp 30.200.000,00",PDN,UMKK,Kota Adm. Jakarta Selatan,0,Barang,Aktif,https://katalog.inaproc.id/sandrew-mega-perkasa/lampu-penerangan-jalan-umum-60-watt
2,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-cerdas-inovasi/lampu-penerangan-jalan-umum-pju
2,Lampu Penerangan Jalan Umum (PJU),"Rp 1.238.839,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/lampu-penerangan-jalan-umum-pju
2,PENGADAAN & PEMASANGAN LAMPU PENERANGAN JALAN UMUM (LPJU),"Rp 8.900.000,00",PDN,UMKK,Kab. Banyumas,0,Barang,Aktif,https://katalog.inaproc.id/setar-delta-putra/pengadaan-and-pemasangan-lampu-penerangan-jalan-umum-lpju
2,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/box-panel-pembagi-phb-penerangan-jalan-umum
2,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Balikpapan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-tanjung-pura/box-panel-pembagi-phb-penerangan-jalan-umum
2,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/box-panel-induk-phb-penerangan-jalan-umum
2,BOX PANEL INDUK (PHB) PENERANGAN JALAN UMUM,"Rp 20.313.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/box-panel-induk-phb-penerangan-jalan-umum
2,Lampu Penerangan Jalan Umum 60 Watt,"Rp 29.930.357,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-rehobot-sukses-mandiri/lampu-penerangan-jalan-umum-60-watt
2,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kota Balikpapan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-tanjung-pura/lampu-penerangan-jalan-umum-pju
2,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/lampu-penerangan-jalan-umum-pju
2,Lampu Penerangan Jalan Umum (PJU),"Rp 962.579,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-suroboyo-mandiri/lampu-penerangan-jalan-umum-pju
2,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 5.439.001,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/box-panel-pembagi-phb-penerangan-jalan-umum
2,BOX PANEL PEMBAGI (PHB) PENERANGAN JALAN UMUM,"Rp 4.900.001,00",PDN,UMKK,Kota Surabaya,0,Barang,Pre Order,https://katalog.inaproc.id/surya-bima-sakti-cemerlang/box-panel-pembagi-phb-penerangan-jalan-umum
2,PHILIPS LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.150.000,00",PDN,UMKK,Kota Surabaya,529,Barang,Aktif,https://katalog.inaproc.id/master-teknologi-nusantara/philips-lampu-led-penerangan-jalan-umum-60w
2,1 Set Lengkap Alat Penerangan Jalan Umum,"Rp 16.607.053,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/1-set-lengkap-alat-penerangan-jalan-umum
2,1 Set Lengkap Alat Penerangan Jalan Umum,"Rp 16.607.053,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/1-set-lengkap-alat-penerangan-jalan-umum
2,PHILIPS LAMPU LED PENERANGAN JALAN UMUM 30W,"Rp 984.570,00",PDN,UMKK,Kota Adm. Jakarta Timur,0,Barang,Aktif,https://katalog.inaproc.id/fajri-hutama-karya/philips-lampu-led-penerangan-jalan-umum-30w
2,LAMPU PENERANGAN JALAN UMUM (LPJU) PSL1206-90W,"Rp 4.059.330,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/lampu-penerangan-jalan-umum-lpju-psl1206-90w
2,LAMPU PENERANGAN JALAN UMUM (LPJU) PSL1206-90W,"Rp 4.059.330,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-cerdas-inovasi/lampu-penerangan-jalan-umum-lpju-psl1206-90w
2,PHILIPS LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.716.500,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/philips-lampu-led-penerangan-jalan-umum-60w
2,Lampu Penerangan Jalan Umum LED 60 Watt,"Rp 10.955.700,00",PDN,UMKK,Kota Surabaya,0,Barang,Aktif,https://katalog.inaproc.id/kelana-allindo-sakti/lampu-penerangan-jalan-umum-led-60-watt
2,1 Set Lengkap Alat Penerangan Jalan Umum,"Rp 16.607.053,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik/1-set-lengkap-alat-penerangan-jalan-umum
2,Penerangan Jalan Umum PJU All In One,"Rp 24.420.000,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/dsystem-integrator/penerangan-jalan-umum-pju-all-in-one
2,IMPREZZA Lampu Penerangan Jalan Umum CELENE 80,"Rp 36.000.001,00",PDN,UMKK,Kota Tangerang Selatan,0,Barang,Aktif,https://katalog.inaproc.id/gema-empat-ajeng-sejahtera/imprezza-lampu-penerangan-jalan-umum-celene-80
2,Lampu Penerangan Jalan Umum Solar CELENE 80,"Rp 36.000.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/pt-berdikari-sierra-teknologi-klki/lampu-penerangan-jalan-umum-solar-celene-80
2,Lampu Penerangan Jalan Umum Solar CELENE 80,"Rp 36.000.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/pt-trisolah-suvarna-indonesia/lampu-penerangan-jalan-umum-solar-celene-80
2,Lampu Penerangan Jalan Umum Solar CELENE 80,"Rp 36.000.001,00",PDN,UMKK,Kota Bandung,0,Barang,Aktif,https://katalog.inaproc.id/pt-trisolah-parahyangan-indonesia/lampu-penerangan-jalan-umum-solar-celene-80
2,Lampu Penerangan Jalan Umum (LPJU) Solar Cell,"Rp 38.250.600,00",PDN,UMKK,Kota Medan,174,Barang,Aktif,https://katalog.inaproc.id/mulia-clp7/lampu-penerangan-jalan-umum-lpju-solar-cell
2,LAMPU PENERANGAN JALAN UMUM TENAGA SURYA 60W,"Rp 179.340.000,00",PDN,UMKK,Kab. Bogor,0,Barang,Aktif,https://katalog.inaproc.id/ventura-solusi-jayamitra/lampu-penerangan-jalan-umum-tenaga-surya-60w
2,LAMPU PENERANGAN JALAN UMUM,"Rp 39.127.500,00",PDN,UMKK,Kab. Cilacap,0,Barang,Aktif,https://katalog.inaproc.id/falisha-spekta-karya/lampu-penerangan-jalan-umum
2,1 Set Lengkap Alat Penerangan Jalan Umum,"Rp 16.607.053,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-medan-jaya/1-set-lengkap-alat-penerangan-jalan-umum
2,1 Set Lengkap Alat Penerangan Jalan Umum,"Rp 16.773.440,00",PDN,UMKK,Kab. Sidoarjo,0,Barang,Aktif,https://katalog.inaproc.id/sarana-berkarya-sejahtera/1-set-lengkap-alat-penerangan-jalan-umum
2,Lampu Penerangan Jalan Umum Solar CELENE 60,"Rp 29.000.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/pt-berdikari-sierra-teknologi-klki/lampu-penerangan-jalan-umum-solar-celene-60
2,Lampu Penerangan Jalan Umum Solar CELENE 60,"Rp 29.000.001,00",PDN,UMKK,Kota Bandung,0,Barang,Aktif,https://katalog.inaproc.id/pt-trisolah-parahyangan-indonesia/lampu-penerangan-jalan-umum-solar-celene-60
2,Lampu Penerangan Jalan Umum Solar CELENE 60,"Rp 29.000.001,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/pt-trisolah-suvarna-indonesia/lampu-penerangan-jalan-umum-solar-celene-60
2,Lampu Penerangan Jalan Umum Solar CELENE 60,"Rp 29.000.001,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/generasi-mandiri-teknologi/lampu-penerangan-jalan-umum-solar-celene-60
2,Lampu Penerangan Jalan Umum Solar CELENE 80,"Rp 36.000.001,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/generasi-mandiri-teknologi/lampu-penerangan-jalan-umum-solar-celene-80
2,INTERONE Lampu Penerangan Jalan Umum Arteri 120W,"Rp 5.500.000,00",PDN,UMKK,Kota Yogyakarta,0,Barang,Aktif,https://katalog.inaproc.id/solarindo-jaya/interone-lampu-penerangan-jalan-umum-arteri-120w
2,PENERANGAN JALAN UMUM (PJU) LEDVANCE 90 W Tiang 7 M,"Rp 14.763.000,00",PDN,UMKK,Kota Semarang,0,Barang,Aktif,https://katalog.inaproc.id/kunantriyan-utama/penerangan-jalan-umum-pju-ledvance-90-w-tiang-7-m
2,Penerangan Jalan Umum Tenaga Surya 100Watt 2In1,"Rp 29.000.000,00",PDN,UMKK,Kota Tasikmalaya,0,Barang,Aktif,https://katalog.inaproc.id/mukti-elektrik/penerangan-jalan-umum-tenaga-surya-100watt-2in1
2,Penerangan Jalan Umum Tenaga Surya (PJUTS) 60W,"Rp 33.920.000,00",PDN,UMKK,Kota Palu,0,Barang,Aktif,https://katalog.inaproc.id/wenang-perkasa-abadi/penerangan-jalan-umum-tenaga-surya-pjuts-60w
2,Pemeliharaan Penerangan Jalan Umum,"Rp 1.900.000,00",PDN,UMKK,Kab. Bogor,311,Barang,Aktif,https://katalog.inaproc.id/lintas-java/pemeliharaan-penerangan-jalan-umum
2,Penerangan Jalan Umum LED Konvensional 90W Terpasang,"Rp 3.124.650,00",PDN,UMKK,Kota Medan,0,Barang,Aktif,https://katalog.inaproc.id/inspira-karya-mandiri/penerangan-jalan-umum-led-konvensional-90w-terpasang
2,LAMPU PENERANGAN JALAN UMUM (LPJU) PSL1206-90W,"Rp 4.059.330,00",PDN,UMKK,Kab. Semarang,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-ageng-pradiksa/lampu-penerangan-jalan-umum-lpju-psl1206-90w
2,Penerangan Jalan Umum (PJU),"Rp 32.190.000,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/citra-bintang-raya/penerangan-jalan-umum-pju
2,Lampu Penerangan Jalan Umum Terpasang,"Rp 42.000.000,00",PDN,,Kota Tangerang Selatan,0,Barang,Aktif,https://katalog.inaproc.id/nusa-daya-cemerlang/lampu-penerangan-jalan-umum-terpasang
2,LAMPU PENERANGAN JALAN UMUM,"Rp 7.616.000,00",PDN,UMKK,Kota Adm. Jakarta Timur,5,Barang,Aktif,https://katalog.inaproc.id/mata-intan-cahaya/lampu-penerangan-jalan-umum
2,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.247.426,00",PDN,UMKK,Kota Balikpapan,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-tanjung-pura/lampu-led-penerangan-jalan-umum-60w
2,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.247.426,00",PDN,UMKK,Kab. Bandung,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-global/lampu-led-penerangan-jalan-umum-60w
2,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.247.426,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/san-amerta-romora/lampu-led-penerangan-jalan-umum-60w
2,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.247.426,00",PDN,UMKK,Kota Tangerang,0,Barang,Aktif,https://katalog.inaproc.id/cv-mulia-berkahtama-abadi/lampu-led-penerangan-jalan-umum-60w
2,LAMPU LED PENERANGAN JALAN UMUM 60W,"Rp 5.247.426,00",PDN,UMKK,Kota Adm. Jakarta Barat,0,Barang,Aktif,https://katalog.inaproc.id/solusi-klik-cerdas-inovasi/lampu-led-penerangan-jalan-umum-60w
